user,history_item_id,history_rating,item_id,rating
31838,"[61423, 61431, 9196, 61417, 51505, 61420, 61435, 40704, 61433, 30251]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",61430,0
234973,"[26500, 146596, 248969, 4344, 114600, 26479, 745, 163760, 114627, 78730]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26510,0
120620,"[163581, 11453, 44894, 30090, 151387]","[0, 0, 0, 1, 1]",163578,0
144134,"[4041, 128508, 26374, 38569, 64011, 3679, 59977, 10213, 78080, 3234]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",238,1
213066,"[29203, 19068, 42174, 184371, 12554, 39721, 261349, 115214, 59795, 261351]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",261350,0
275919,"[53928, 53930, 12954]","[0, 1, 1]",53929,1
38987,"[78047, 6260, 3900]","[1, 0, 0]",46397,1
52994,"[15065, 4457, 103214, 1195, 6930, 36949, 103223, 94017, 21420, 86061]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103211,0
101910,"[1122, 37879, 7060, 980, 4984, 4114, 22033, 8742]","[0, 0, 0, 1, 0, 0, 0, 0]",6230,0
32642,"[62749, 62748, 4243]","[1, 1, 1]",62747,1
73225,"[138784, 6762, 4478, 8733, 11193, 17917]","[0, 0, 0, 0, 0, 0]",481,0
134419,"[21368, 8186, 3436, 11128]","[1, 0, 1, 1]",4641,0
244994,"[227851, 164412, 98118, 79105, 26698, 93143, 227823, 21094, 227839, 15211]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",116301,0
84882,"[59070, 1115, 60, 5544, 52, 477, 34550, 8559, 36558, 25885]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",5867,1
207702,"[123132, 61735, 967, 1071, 13810, 45135]","[1, 0, 0, 1, 1, 1]",4559,1
242884,"[165337, 81306, 69471, 4578]","[1, 0, 0, 1]",85413,1
169655,"[34320, 7491, 52524, 20348, 3575, 5989, 3630, 593]","[0, 1, 0, 0, 1, 1, 0, 1]",40556,0
266510,"[77720, 77724, 3935, 77722, 65012, 77725, 1024, 1400, 77726]","[1, 0, 1, 1, 0, 0, 0, 0, 1]",77728,0
23124,"[40191, 12165, 16105, 26767, 13129, 40194, 40190, 40188, 4496, 40193]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1263,0
21660,"[26, 39088, 39084, 2884, 748, 5887, 1727, 342, 30789, 39087]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",39083,0
50501,"[76348, 2988, 1485]","[1, 0, 1]",20901,1
50321,"[97085, 97089, 97084, 97088, 97100, 102, 22153, 97095, 21111, 17818]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",97097,0
31681,"[61036, 61040, 10519, 42865, 51571, 18547, 6375, 61046, 61047, 1922]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",61044,1
115208,"[79035, 122029, 157378, 14337, 8640, 46629, 39736, 37559, 86587, 157375]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",70421,0
49204,"[5434, 37, 9026, 26]","[1, 1, 0, 0]",3747,0
92325,"[71688, 6467, 2275]","[1, 1, 0]",71264,0
40988,"[81904, 15323, 64763, 3663]","[1, 1, 0, 1]",81903,1
161993,"[177381, 754, 67]","[1, 0, 1]",389,1
249246,"[64040, 2602, 487, 1051, 5814]","[0, 0, 1, 0, 0]",143565,1
181176,"[157095, 156690, 4022, 16071, 157169, 156391, 157098, 12842, 12204, 12349]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",13687,0
170575,"[148136, 5989, 20093, 22282, 72754, 23059, 32449, 82662, 6066, 10930]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",66318,0
191716,"[115056, 52473, 115017, 114995, 76794, 115010, 10751, 31734, 33133, 2437]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",29418,0
143487,"[162680, 5050, 13182]","[0, 0, 0]",162750,1
135395,"[71243, 12714, 181054, 52426, 4430, 42112, 707, 1680]","[0, 1, 0, 0, 0, 1, 1, 1]",71251,1
258107,"[6168, 58358, 1727, 1072, 26194, 7579, 1802, 72974, 48008, 25916]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",4020,1
254867,"[219554, 2009, 20334, 22021, 1713, 69680, 102, 22022, 25138]","[0, 0, 0, 1, 0, 1, 1, 0, 0]",69679,0
189678,"[145869, 86788, 145872, 9909, 68738, 26605, 5848, 145867, 12118, 622]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",16419,0
60277,"[55120, 86166, 111831, 84267, 43024, 111675, 22885, 111722, 105509, 89776]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111650,0
117700,"[34626, 51016, 143801, 88692, 215193, 308, 213340, 144104, 659, 229744]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",229742,1
3965,"[4721, 4724, 4722, 4723, 4720]","[1, 1, 1, 1, 1]",4719,1
154566,"[55351, 160971, 10724, 7289, 114570, 74758, 20248, 160974, 160978, 97258]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30345,0
15922,"[28706, 28704, 28702, 28709, 28703, 28707, 28701, 5783, 28705, 28708]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",28700,1
229444,"[210921, 53613, 3810, 73707, 65940, 205987, 704, 821, 210922, 199193]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]",210917,0
28016,"[5315, 51044, 51034, 51040, 26301, 51045, 6932, 9183, 19535, 2290]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1]",13782,1
47700,"[92582, 23891, 63003, 5995]","[0, 0, 0, 0]",87758,0
65490,"[132643, 132644, 13050]","[1, 0, 0]",132642,0
170252,"[98722, 3003, 22911, 4006]","[0, 1, 0, 0]",34320,0
122801,"[11823, 1985, 231, 695, 4588, 2038, 1793, 120797, 1574, 1406]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",234755,0
56315,"[2437, 1201, 6784, 23688, 77067, 1774, 9269]","[1, 1, 0, 1, 0, 0, 1]",12714,0
203315,"[142356, 8758, 7499]","[1, 1, 1]",27170,1
65192,"[132019, 93702, 124020, 120090, 10459, 132017, 81899, 7292]","[1, 0, 1, 0, 0, 1, 1, 1]",132020,1
125203,"[9459, 24842, 57846, 1680, 5923, 162589, 63218, 9757, 162528, 12722]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",101144,1
124732,"[163540, 659, 477, 9482, 2802, 211260, 10359, 3269, 48997, 211258]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",143210,0
181117,"[43622, 1154, 3354]","[1, 1, 0]",479,1
172775,"[193714, 123515, 193711, 1922]","[0, 1, 0, 1]",193710,1
215189,"[262594, 262592, 182585]","[0, 0, 1]",262593,0
16805,"[375, 3050, 2430, 32477, 32478, 249040, 20702]","[1, 1, 1, 0, 0, 1, 0]",15590,1
24792,"[44185, 44187, 5641]","[0, 0, 0]",44186,0
18439,"[2101, 26943, 35023, 6620, 35030, 1220, 238, 712, 706, 35029]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",9343,1
237429,"[20380, 26880, 37248, 34420, 65851, 2998, 113571, 188398, 354, 267928]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",142550,0
9289,"[10502, 10500, 1908, 10511, 10505, 10504, 3057, 10497, 10507, 10510]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",10499,0
25153,"[47, 7540, 7168, 41293, 44850, 22914, 19267]","[0, 0, 0, 0, 0, 1, 0]",305,0
81434,"[90, 14437, 69738, 126, 63770, 1985, 2227, 5593, 3785, 7066]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",38080,0
237271,"[2427, 15109, 219602, 133, 4101, 23636, 219604, 49704, 99382, 110678]","[0, 1, 0, 1, 1, 0, 1, 0, 1, 0]",9979,1
168691,"[84781, 1553, 10718, 166]","[0, 0, 0, 0]",32750,0
152345,"[157923, 14415, 4473, 21632, 8379, 157921, 7888, 3353, 64243]","[0, 0, 1, 1, 1, 0, 0, 1, 1]",87285,1
219611,"[49147, 5257, 354, 356]","[0, 1, 1, 0]",19295,1
97694,"[1429, 81128, 75470, 8023, 50479, 21402, 833, 7808, 30916, 20170]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",20076,1
183436,"[187116, 13577, 10448, 25343, 13580, 187082, 187127, 25375, 187085, 13563]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",187096,1
26377,"[30783, 6546, 403]","[1, 0, 1]",7720,0
109333,"[7308, 109715, 140551, 1777, 1207, 10314, 38610, 32472, 39963, 180170]","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1]",98514,0
229331,"[3290, 11678, 75532, 8310, 7873, 3882, 75822, 3912, 2517, 4809]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",6947,1
242006,"[269552, 23997, 22001, 2701, 269575, 78853, 2719, 53168, 34936, 73539]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",105564,1
77526,"[174668, 6373, 6330, 23298, 9026, 168147, 3109, 3459, 144740, 143274]","[0, 1, 0, 0, 1, 0, 0, 1, 1, 1]",201460,0
105040,"[150789, 168011, 8556, 782, 23771, 111112]","[0, 0, 1, 1, 0, 0]",22713,0
117256,"[11999, 1201, 19127, 1362, 798, 504, 15409, 5748]","[1, 1, 1, 1, 1, 1, 1, 1]",17694,1
187598,"[139098, 90517, 145549, 145523, 100118, 106828, 145522, 140803, 145534, 145550]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",145524,0
179740,"[29804, 8841, 3250]","[1, 0, 0]",14617,0
143163,"[193112, 6387, 1355, 41562, 4646, 230587, 206404, 219652, 155008, 154929]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",18684,0
146468,"[32033, 203593, 21201, 66056, 76092, 38918, 21689, 251335, 251334, 50700]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 1]",10976,0
215995,"[208761, 130663, 130676, 130675, 155569]","[0, 0, 0, 1, 0]",262712,1
26209,"[31847, 46609, 43256, 45468, 46611, 12607, 46608, 34191, 46612, 408]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",14834,1
203213,"[1569, 125129, 5720, 3299, 21420, 707, 4560, 12121, 86505, 67]","[0, 1, 0, 0, 1, 0, 0, 1, 1, 1]",1423,0
20918,"[36204, 37814, 29459, 37816, 37813, 37817, 37815]","[0, 0, 0, 0, 0, 0, 0]",10255,0
91978,"[17318, 2769, 114]","[1, 0, 0]",1551,1
46694,"[91231, 91233, 91230, 91235, 91227]","[1, 1, 0, 0, 0]",91232,0
115062,"[213804, 43633, 4244, 3996, 26964, 32284]","[0, 0, 1, 0, 0, 0]",707,0
89093,"[72048, 3482, 491, 110762, 6683, 1991, 72382, 40848, 104859, 74842]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",119548,0
147734,"[41256, 4021, 1922]","[0, 0, 1]",6252,1
269373,"[21014, 4937, 9269, 3727, 26029]","[0, 1, 0, 0, 0]",21308,0
191165,"[15575, 10395, 11679, 9131, 64414, 1514, 754, 522, 2143, 75411]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",35517,0
131021,"[12613, 1779, 2309, 1612, 19529]","[0, 1, 1, 0, 1]",70362,1
85327,"[176304, 107545, 78145, 12921]","[1, 1, 1, 1]",143762,0
183472,"[187185, 6842, 18877]","[1, 1, 1]",147899,0
154441,"[5685, 131621, 160618, 33877, 1099, 5085, 78840, 11284, 103806, 118388]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",160622,0
109741,"[146462, 41760, 25433, 146478, 53056, 1734, 1046, 745, 48169, 20031]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",921,0
60178,"[30370, 84923, 111595, 51, 4578, 111596, 111593, 111591, 7279, 109735]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 0]",91954,1
48382,"[487, 16631, 12920, 70477, 93725, 14803, 50964]","[1, 1, 1, 1, 1, 0, 0]",10098,1
76257,"[91949, 477, 4176]","[0, 0, 0]",18556,0
113328,"[497, 110942, 4984, 18, 18485, 10439, 28, 74696, 22569, 3899]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",6804,1
76576,"[6127, 25398, 61480, 11337, 41106, 2445, 5666, 163472, 8606, 32223]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",20207,1
257074,"[240363, 106749, 49090]","[0, 0, 0]",84421,1
132826,"[178710, 178722, 66153, 178715, 100232, 25494, 129308, 178719, 15276, 116854]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",131830,0
275022,"[68630, 19778, 3423]","[1, 0, 0]",68628,0
138889,"[37540, 23771, 55588, 589]","[0, 0, 0, 0]",223028,0
142590,"[229758, 21390, 2038, 748]","[0, 0, 0, 0]",37904,0
26593,"[18, 48756, 15536, 45038, 44393, 3676, 48849, 40372, 282, 42182]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",48759,0
16769,"[30709, 30710, 7540, 225, 4214, 27308]","[0, 0, 1, 0, 0, 1]",3565,1
268932,"[40457, 93180, 1585, 60381, 93087, 31585, 93169, 93032, 92965, 23769]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",55827,0
69180,"[23948, 12613, 150703, 3234, 11178, 136, 2441, 1862, 17677, 71299]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",150704,0
4285,"[5086, 5088, 4976, 26, 24361]","[0, 0, 0, 1, 0]",5087,0
67522,"[123288, 4568, 46712, 4004]","[0, 0, 0, 1]",91099,0
28492,"[1131, 52382, 52375, 244344, 249164, 4315, 52264, 52367, 52370, 52343]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",4677,0
38508,"[3209, 16672, 4579, 26412, 77000, 77010, 6971]","[0, 0, 0, 0, 0, 0, 0]",408,0
77359,"[12181, 125743, 1553, 17847, 110455, 12071, 7147, 164797, 55573, 59826]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",7406,1
257145,"[61431, 36205, 33563, 163908, 163903, 240378, 240379, 240374, 1290, 100152]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",3743,0
11285,"[12126, 12124, 4283, 281, 12125, 12122]","[0, 0, 0, 0, 0, 0]",12123,1
248250,"[205492, 202523, 12795, 24473, 57351, 102260, 12428, 31540, 205493]","[0, 0, 0, 0, 1, 0, 0, 0, 0]",49626,0
160769,"[175971, 33354, 39303, 62889, 107125]","[1, 0, 1, 1, 1]",79945,0
225449,"[22048, 72019, 98350, 47754, 33531, 44712, 7054, 23355, 2936, 619]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1787,0
21774,"[5070, 1742, 6356, 408, 12214, 811, 26699, 878, 39156, 7133]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",4748,0
159814,"[8651, 677, 25796]","[0, 0, 0]",1326,0
196146,"[257925, 128520, 42905, 3342, 122720, 88810, 128503, 128510, 46488, 54045]","[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]",128505,0
67270,"[1573, 1475, 43847, 21510, 4496, 79105, 30006, 85327, 79709, 405]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",168549,0
31040,"[59188, 59187, 19804, 59190, 59186, 706, 1335, 28789, 59201, 38730]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",21201,0
151262,"[7736, 133, 3171, 73146, 131498, 19731, 4996]","[1, 0, 1, 0, 1, 1, 1]",4269,1
268405,"[92589, 14551, 92588, 21466, 62871, 62791, 62792, 34803]","[0, 0, 0, 0, 0, 0, 0, 1]",92590,0
6120,"[6798, 6812, 6795, 6793, 6799, 4448, 4402, 6804, 6807, 6801]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2520,0
218240,"[40844, 153303, 60067, 1213, 52089, 9219, 2673, 26876, 153304, 27055]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",1787,1
5158,"[5646, 5644, 5647, 5645, 5641, 5642, 5643]","[1, 0, 0, 0, 0, 1, 1]",727,0
60011,"[60983, 20839, 1420, 11739, 1559, 60965, 3303, 26982, 39075, 60931]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",111481,0
219280,"[59970, 1296, 7152, 31978, 8860]","[1, 0, 0, 0, 1]",161410,1
137589,"[12127, 188475, 1373, 188682, 119880, 37265, 4430, 2641, 2290, 57855]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11431,1
43878,"[87061, 86525, 61616, 1105, 75398, 87059]","[1, 0, 0, 0, 0, 0]",70159,0
20409,"[10085, 36322, 37362, 20476, 37378, 11527, 37381, 37346, 37368, 37379]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",37345,0
24778,"[44177, 44182, 44181, 44176, 44183, 44174, 2379, 44184, 44171, 44173]","[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",154,1
65663,"[210, 9219, 103236, 132799, 17694, 786, 20901, 77642, 2114, 15503]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",132801,0
135730,"[5549, 33556, 185374, 5662, 4155, 6582, 9325, 81376, 13920, 14204]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",55354,0
266842,"[37880, 90588, 90593, 90594, 90602, 16169, 17076, 90601, 9296, 90592]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0]",45222,1
271271,"[96888, 96889, 26]","[0, 0, 0]",68495,0
253923,"[53863, 76540, 10570]","[0, 0, 0]",109786,0
107865,"[177419, 30776, 177460, 72223, 68242, 10811, 25813, 52981, 1787, 18054]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",177414,0
21617,"[26605, 5867, 9473]","[0, 1, 0]",19382,1
163059,"[34519, 73, 241785, 10421, 3019, 13095, 15917, 1134]","[1, 0, 1, 1, 0, 1, 0, 0]",33141,1
130915,"[151851, 221, 4566, 26]","[1, 1, 1, 1]",222089,1
37377,"[73096, 8031, 3113, 1863, 3472]","[1, 1, 1, 0, 1]",73098,1
32362,"[62328, 62324, 3840, 10529, 62326, 62325]","[1, 1, 1, 0, 1, 1]",62327,1
229335,"[13127, 57644, 3735, 77, 17008, 9474]","[1, 1, 0, 1, 1, 0]",3726,1
41484,"[82611, 82607, 82606, 60630, 82609, 82608]","[0, 0, 0, 1, 0, 1]",64174,1
123377,"[166209, 13810, 54407, 7187, 143337]","[1, 0, 1, 1, 1]",166212,0
220746,"[237208, 38914, 11479, 55747, 23734, 225015, 966, 5486, 105530]","[0, 0, 0, 0, 1, 0, 0, 0, 1]",176432,0
50918,"[94194, 7548, 879, 63051]","[0, 1, 1, 1]",19988,1
151967,"[36515, 5466, 20804, 10325, 75936]","[0, 1, 0, 1, 0]",157518,0
210750,"[259336, 163658, 259334, 66648]","[1, 1, 0, 0]",259335,1
125411,"[212059, 118476, 228, 10979, 212045, 68713, 94851, 81058, 108946, 2978]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",33563,0
254703,"[219391, 67518, 27671]","[1, 0, 0]",243891,0
152723,"[213995, 389, 1094]","[0, 1, 1]",6178,0
113155,"[8358, 6173, 102705, 67, 596, 38042, 192354, 87138, 595, 40879]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",21297,1
130081,"[221072, 34328, 131042, 73100, 193987]","[0, 0, 1, 1, 1]",221075,0
13407,"[14124, 14125, 11364]","[1, 0, 1]",14123,1
50802,"[97537, 97534, 97535, 14094, 97536]","[1, 0, 1, 0, 0]",97538,1
178322,"[120761, 7187, 4669, 2960, 68143, 226, 4976, 7852, 40771, 541]","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",15090,0
234803,"[214433, 4021, 68981, 178159, 82509, 181852, 97100, 21105]","[0, 1, 1, 0, 1, 0, 0, 1]",82499,0
249150,"[13649, 18413, 3727, 5431, 1207, 4402, 25980, 6330, 4131, 1129]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",207644,1
40647,"[80902, 80859, 70422, 80886, 12224, 9002, 28192, 80865, 80888, 80885]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",80893,0
19970,"[30438, 36418, 36416, 1282, 13181, 36414, 36413, 36410, 36412, 36417]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",36422,1
152696,"[28953, 15590, 1802, 4265, 7933, 203342, 16537, 11899, 20511, 5983]","[0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",2602,0
232820,"[3283, 1961, 266053, 953, 9524, 22556, 215361, 40579, 3407, 11024]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]",13678,0
100984,"[50366, 3283, 130008, 4200, 5802, 23782, 130011, 57654, 19098, 62223]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",130015,1
118228,"[156515, 2802, 647, 202, 5248, 160553, 44833, 160545, 109269, 53133]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",4508,1
167779,"[32671, 1089, 1645, 270]","[0, 1, 0, 1]",8981,0
197913,"[43782, 21207, 15723, 64707, 132372, 132380, 132382, 132375, 25989, 82567]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",3009,0
246863,"[227931, 14690, 7287, 84910, 10657, 214170, 4571, 6658, 142416]","[0, 1, 1, 1, 1, 1, 1, 1, 1]",186900,1
13733,"[14440, 14442, 14441, 12325, 1131, 10643, 1885, 7852]","[1, 0, 0, 0, 0, 1, 0, 1]",14439,1
186293,"[196974, 52519, 196976, 3363, 196969]","[1, 0, 1, 0, 1]",196979,1
223210,"[5919, 80957, 77723, 58849, 27579, 59803, 7739, 10568, 9771, 15263]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1078,0
44400,"[87890, 10543, 47931, 8946]","[1, 0, 0, 1]",48247,1
206199,"[145884, 145880, 145887, 145881, 145883]","[0, 0, 0, 1, 0]",145886,1
74453,"[11313, 104143, 1819, 89030, 155936, 748, 155886, 155908, 155932, 148666]","[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]",3062,0
274402,"[26328, 18409, 15899]","[1, 0, 0]",8187,0
52600,"[26116, 11454, 19414]","[0, 0, 0]",11657,0
222748,"[175, 238902, 238905, 46586, 1223, 668, 13039, 10805, 197706, 213963]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",238903,0
22912,"[4723, 40029, 40028, 4006, 45, 2526, 7878, 284, 40027, 40026]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",40025,1
195088,"[126067, 14979, 12152]","[1, 1, 1]",43408,1
100009,"[15063, 4723, 110653, 1802, 10347, 2032, 192396, 11122, 410, 22693]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 1]",192386,1
91506,"[116521, 9168, 54762, 8304]","[1, 1, 1, 0]",116522,1
164863,"[5050, 181445, 10428, 27402, 73099, 527, 28204, 43061, 243916, 2379]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",2305,0
256791,"[221144, 203366, 210955, 52822, 218307, 221143]","[0, 1, 0, 0, 1, 0]",147172,0
216495,"[7354, 179833, 107, 677, 30555, 788, 3729, 211508, 167935, 14005]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",8740,0
10829,"[11821, 11822, 5466, 1489, 1220, 9618]","[0, 1, 1, 0, 1, 1]",674,0
121122,"[160214, 30016, 1407]","[0, 0, 0]",160416,0
154393,"[160574, 1097, 7055, 21394, 160572]","[0, 1, 0, 0, 0]",160570,0
22813,"[39911, 39913, 588, 10322, 39910, 31760, 2445, 39909, 12043, 1012]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",39912,1
169926,"[253720, 22686, 10086]","[1, 0, 0]",230699,1
44307,"[87815, 48547, 12271, 56084, 22331, 29528]","[1, 1, 1, 1, 0, 0]",31488,1
13664,"[2637, 4198, 14367, 14366, 14361, 14358, 14357, 14365, 1985, 14359]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",14360,1
48595,"[7655, 11263, 13514, 10009, 49042, 8785, 3338, 4579, 26, 12675]","[1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",10857,1
192191,"[12737, 11318, 115365, 1714, 5662, 38573, 115367, 48274, 1129, 29379]","[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",62334,0
157014,"[166840, 135648, 3155]","[1, 0, 1]",97446,0
254405,"[2946, 27531, 97451, 238254, 11053, 152632, 37164, 3668, 238252, 238255]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]",142809,1
206895,"[191181, 22990, 4589]","[1, 0, 1]",86660,0
145236,"[43623, 231, 4430, 1051]","[0, 1, 0, 1]",3458,0
208861,"[1734, 12360, 1575, 225196, 258685, 96940, 38161]","[0, 1, 1, 0, 0, 0, 1]",179,0
19626,"[35891, 7504, 6500]","[0, 0, 1]",13227,0
187260,"[56153, 15963, 7594, 6075, 48880]","[1, 0, 1, 0, 1]",163423,1
149690,"[209009, 26828, 14245, 1975, 76171, 8951, 40139, 29504, 39524, 1757]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1428,1
176835,"[85027, 1959, 2786, 22032]","[0, 1, 1, 0]",22716,1
232773,"[128795, 30436, 11189, 212983, 212982, 212980, 182570]","[1, 1, 0, 0, 1, 0, 0]",1024,1
146407,"[16859, 3676, 2441, 44135, 89993, 10222, 13229]","[0, 0, 1, 0, 0, 1, 1]",4006,1
82905,"[210828, 19053, 24349, 5486]","[0, 1, 1, 0]",210829,1
25856,"[45899, 45897, 45898, 20519]","[1, 1, 1, 1]",45896,1
180407,"[17248, 5214, 25955, 129843, 147454, 80167, 37552]","[0, 1, 0, 1, 0, 1, 1]",21254,0
274719,"[271339, 1770, 52880, 52872, 52879, 52876, 52877, 12841, 11174, 52881]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",271340,0
204359,"[143267, 22979, 143290, 48872, 1099, 137649, 143249, 20403, 143284, 25765]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65193,0
101901,"[115459, 18611, 456]","[1, 0, 0]",93544,1
163804,"[68044, 30950, 157, 16821, 99304, 5607, 193106, 41616, 11177, 25820]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",90218,0
203877,"[14833, 1813, 113654, 4665, 3847, 16679, 11627, 13808]","[1, 0, 1, 1, 1, 1, 1, 0]",91315,1
54564,"[18053, 19886, 26163, 7699, 31429, 26, 70529, 44588, 107, 104482]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]",56550,0
275439,"[2445, 5545, 3290, 3827, 1802, 953, 1776, 52]","[1, 1, 0, 1, 1, 1, 0, 1]",456,1
151946,"[177333, 118710, 136207, 19365, 47823, 61323]","[0, 1, 0, 1, 0, 1]",33869,0
223914,"[239679, 74666, 42013]","[1, 1, 1]",136871,0
44295,"[46707, 7853, 1131, 12985, 7854, 35490, 27839, 5786, 29066]","[0, 0, 1, 0, 1, 0, 1, 1, 1]",30962,1
68568,"[10928, 14972, 44040, 6068, 52100, 7939, 15357, 20110, 35688, 11415]","[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",24844,0
98887,"[52783, 2235, 96569, 40182, 41404, 190641, 139108, 129, 190639, 4487]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",190644,1
86140,"[104582, 3839, 35586, 6932]","[1, 1, 0, 1]",68910,1
217395,"[29373, 39894, 7586, 26]","[0, 0, 1, 0]",26139,0
147863,"[5602, 1194, 4479, 1012]","[0, 1, 0, 0]",4999,0
12988,"[13764, 9029, 13763]","[1, 1, 0]",13765,0
183205,"[169239, 35743, 88843, 8577, 166095]","[1, 1, 1, 0, 1]",186620,0
171191,"[255033, 3476, 7742, 41347]","[0, 0, 1, 0]",62137,1
